Ticker,Fiscal_Year,XCalendar_Future_DateX,Future_Calendar_Quarters,Linear_Chart_Duration_Years,Linear_Price_Scale_Low,Linear_Price_Scale_High,Linear_Earnings_Scale_Low,Linear_Earnings_Scale_High,Linear_Upper_Price_Channel,Linear_Lower_Price_Channel,Use_Diluted_or_Adjusted_EPS,Chart_Type,Use_AAII_Projections,Log_Chart_Duration_Years,Log_Price_Scale_Low,Log_Price_Scale_High,Log_Earnings_Scale_Low,Log_Earnings_Scale_High,Log_Upper_Price_Channel,Log_Lower_Price_Channel,Dividend_Multiplier_Factor,Candle_Chart_Duration_Days
TFX,,1/2/2024,8,10,0,550,0,5,0.25,0.25,,,,,5,70,-1,4,0.3,0.3,,
THRM,,1/2/2024,8,10,0,96,0,1.2,0.08,0.07,,,,,0,60,0,1,0.1,0.1,,
TKR,,1/2/2024,8,10,-20,120,-1,6,0.3,0.3,,,,,5,70,-1,4,0.3,0.3,,
TMDX,,1/2/2024,8,10,-120,400,-0.45,1.5,0.07,0.07,,,,,0,60,0,1,0.1,0.1,,
TMO,,1/2/2024,8,10,0,800,0,10,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
TMUS,,1/2/2024,8,10,0,300,0,3,0.07,0.07,,,,,5,70,-1,4,0.3,0.3,,
TNET,,1/2/2024,8,10,0,150,0,2.25,0.08,0.08,,,,,5,70,-1,4,0.3,0.3,,
TOST,,1/2/2024,8,10,-7,56,-0.8,0.64,0.05,0.05,Adjusted,,,,0,60,0,1,0.1,0.1,,
TPX,,1/2/2024,8,10,0,60,0,0.9,0.03,0.03,,,,,5,70,-1,4,0.3,0.3,,
TREX,,1/2/2024,8,10,-10,175,-0.1,1.75,0.05,0.05,,,,,5,70,-1,4,0.3,0.3,,
TRMB,,1/2/2024,8,10,0,150,0,1,0.06,0.06,,,,,0,60,0,1,0.1,0.1,,
TROW,,1/2/2024,8,10,0,350,0,4,0.1,0.1,,,,,5,70,-1,4,0.3,0.3,,
TRU,,1/2/2024,8,10,-12,108,-0.1,0.9,0.06,0.06,,,,,5,70,-1,4,0.3,0.3,,
TSCO,,1/2/2024,8,10,0,80,0,1,0.03,0.03,,,,,5,70,-1,4,0.3,0.3,,
TSLA,,1/2/2024,8,10,-175,1000,-1.5,4,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
TSM,,1/2/2024,8,10,-25,300,-0.5,6,0.1,0.1,,,,,5,70,-1,4,0.3,0.3,,
TTD,,1/2/2024,8,10,-15,120,-0.1,0.8,0.015,0.015,,,,,5,70,-1,4,0.3,0.3,,
TTEC,,1/2/2024,8,10,-10,150,-0.2,3,0.08,0.05,,,,,5,70,-1,4,0.3,0.3,,
TTGT,,1/2/2024,8,10,-4,150,-0.02,0.75,0.015,0.015,,,,,5,70,-1,4,0.3,0.3,,
TW,,1/2/2024,8,10,0,150,0,0.75,0.02,0.02,,,,,0,60,0,1,0.1,0.1,,
TXN,,1/2/2024,8,10,0,210,0,2.8,0.13,0.13,,,,,-20,150,-0.3,0.5,0.1,0.1,,
TXRH,,1/2/2024,8,10,0,300,0,6,0.1,0.1,,,,,0,60,0,1,0.1,0.1,,
TYL,,1/2/2024,8,10,0,600,0,3,0.08,0.08,,,,,5,70,-1,4,0.3,0.3,,
UAL,,1/2/2024,8,10,0,140,0,3.5,0.3,0.3,,,,,5,70,-1,4,0.3,0.3,,
UBER,,1/2/2024,8,10,-50,100,-0.75,1.5,0.1,0.1,,,,,0,60,0,1,0.1,0.1,,
UCTT,,1/2/2024,8,10,-8,100,-0.2,2.5,0.05,0.05,,,,,5,70,-1,4,0.3,0.3,,
UFPI,,1/2/2024,8,13,0,200,0,4,0.05,0.05,,,,,0,50,-0.5,2,0.1,0.1,,
UFPT,,1/2/2024,8,10,0,400,0,8,0.15,0.15,,,,,5,70,-1,4,0.3,0.3,,
UNH,,1/2/2024,8,10,0,620,0,10,0.3,0.3,,,,,-20,150,-0.3,0.5,0.1,0.1,,
UPBD,,1/2/2024,8,10,-50,125,-1,2.5,0.1,0.1,,,,,5,70,-1,4,0.3,0.3,,
URI,,1/2/2024,8,10,0,840,0,18,0.3,0.3,,,,,-20,150,-0.3,0.5,0.1,0.1,,
USPH,,1/2/2024,8,10,-10,175,0,1.75,0.1,0.1,,,,,5,70,-1,4,0.3,0.3,,
UTHR,,1/2/2021,8,10,0,600,0,12,0.45,0.45,,,,,5,70,-1,4,0.3,0.3,,
VAC,,1/2/2024,8,10,-60,180,-0.8,2.4,0.15,0.15,,,,,5,70,-1,4,0.3,0.3,,
VCTR,,1/2/2021,8,10,0,70,0,2,0.1,0.1,,,,,5,70,-1,4,0.3,0.3,,
VERX,,1/2/2024,8,10,0,100,0,0.5,0.03,0.03,Adjusted,,,,0,60,0,1,0.1,0.1,,
VIPS,,1/2/2024,8,10,0,60,0,3,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
VRT,,1/2/2024,8,10,-15,150,-0.125,1.25,0.04,0.04,,,,,0,60,0,1,0.1,0.1,,
VRTX,,1/2/2024,8,10,-200,1400,-1,7,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
WAL,,1/2/2024,8,10,0,150,0,3,0.1,0.1,,,,,5,70,-1,4,0.3,0.3,,
WCC,,1/2/2021,8,10,0,240,0,4.8,0.12,0.12,,,,,5,70,-1,4,0.3,0.3,,
WD,,1/2/2024,8,10,0,200,0,4.5,0.1,0.1,,,,,0,60,0,1,0.1,0.1,,
WERN,,1/2/2024,8,10,0,100,0,1,0.02,0.06,,,,,5,70,-1,4,0.3,0.3,,
WEX,,1/2/2021,8,10,0,400,0,4,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
WING,,1/2/2024,8,10,0,400,0,3,0.08,0.08,,,,,5,70,-1,4,0.3,0.3,,
WLK,,1/2/2021,8,10,0,300,0,6,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
WTW,,1/2/2024,8,10,0,450,0,3,0.2,0.2,,,,,-20,150,-0.3,0.5,0.1,0.1,,
XPEL,,1/2/2024,8,10,0,120,0,0.8,0.05,0.05,,,,,0,60,0,1,0.1,0.1,,
YETI,,1/2/2024,8,10,0,150,0,1.875,0.08,0.08,,,,,5,70,-1,4,0.3,0.3,,
YOU,,1/2/2024,8,10,-25,100,-0.25,1,0.05,0.05,Adjusted,,,,0,60,0,1,0.1,0.1,,
ZBRA,,1/2/2024,8,10,-100,700,-2,14,0.4,0.4,,,,,-10,50,-1.5,4,0.3,0.3,,
ZETA,,1/2/2024,8,10,0,75,0,0.75,0.03,0.03,Adjusted,,,,0,60,0,1,0.1,0.1,,
ZG,,1/2/2024,8,10,-45,225,-0.35,1.75,0.12,0.12,Adjusted,,,,0,60,0,1,0.1,0.1,,
ZTS,,1/2/2024,8,10,0,270,0,2.25,0.06,0.06,,,,,5,70,-1,4,0.3,0.3,,
ZYXI,,1/2/2024,8,10,0,35,0,0.5,0.02,0.02,,,,,5,70,-1,4,0.3,0.3,,
